materialSampleID,principalInvestigator,locality,phylum,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,georeferenceProtocol,yearCollected,monthCollected,dayCollected,genus,species,permitInformation,basisOfIdentification,country,lifeStage,sex,geneticTissueType,stateProvince,island,islandGroup,establishmentMeans,habitat,microHabitat,substratum,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,associatedTaxa,wormsID,weight,length,class,order,family,subSpecies,vernacularName,taxonRemarks,sampleOwnerInstitutionCode,fundingSource,occurrenceID,catalogNumber,associatedSequences,recordedBy,identifiedBy,yearIdentified,monthIdentified,dayIdentified,preservative,samplingProtocol,plateID,wellID,extractionID,previousTissueID,tissueStorageID,associatedMedia,associatedReferences,previousIdentifications,occurrenceRemarks,fieldNotes,eventRemarks,bcid
1433,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010127; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1433,,KJ779149,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21433
1302,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2010,5,10,Pomacentrus,coelestis,"""AU-COM2010068; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,3,3,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1302,,KJ779123,Liggins,Liggins,2010,5,10,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21302
1416,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010110; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1416,,KJ779132,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21416
1428,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010122; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1428,,KJ779144,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21428
1420,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010114; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1420,,KJ779136,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21420
1423,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010117; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1423,,KJ779139,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21423
1410,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010104; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1410,,KJ779126,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21410
1408,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010102; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1408,,KJ779125,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21408
1411,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010105; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1411,,KJ779127,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21411
1414,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010108; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1414,,KJ779130,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21414
1407,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010101; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1407,,KJ779124,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21407
1413,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010107; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1413,,KJ779129,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept, otoliths removed""",ark:/21547/qR21413
1437,Cynthia Riginos,Ashmore Reef,Chordata,-12.30718333,122.9852167,,GPS,2009,5,12,Pomacentrus,coelestis,"""AU-COM2010131; Department of Environment, Water, Heritage and Arts""",Morphology,Australia,adult,,,Western Australia,,,,,,,4,4,,,,277145,,,,,,,,,UQ,ARC_DP0878306,1437,,KJ779152,Liggins,Liggins,2009,5,12,EtOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,"""photo, whole fish kept""",ark:/21547/qR21437
BS22,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS22
BS11,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS11
BS15,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS15
BS20,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS20
BS04,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS04
BS03,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS03
BS14,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS14
BS02,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS02
BS06,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS06
BS01,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS01
BS12,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS12
BS09,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS09
BS10,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS10
BS13,Shang-Yin Liu,"Bohnotsu, Kagoshima, Japan",Chordata,31.17051,131.000977,500M,google earth,2000,,,Pomacentrus,coelestis,,Morphology,,,,,,,,,,,,,,,,,277145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ark:/21547/qK2BS13
3366,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3366,,KJ779236,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23366
3367,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3367,,KJ779237,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23367
3371,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3371,,KJ779241,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23371
3363,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3363,,KJ779233,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23363
3364,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3364,,KJ779234,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23364
3372,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3372,,KJ779242,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23372
3368,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3368,,KJ779238,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23368
3369,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3369,,KJ779239,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23369
3370,Cynthia Riginos,Bootless Bay,Chordata,-9.533966667,147.29485,,"""Google Earth, rough area, not 100% sure of reef location""",2011,8,25,Pomacentrus,coelestis,"""PNG visa to Ian McLeod, researcher/academic special exemption (10350006008); Dept Env & Conservation/Nat Research Institute""",Morphology,Papua New Guinea,adult,,,Central Province,,,,,,,,,,,,277145,,,,,,,,,UQ,ARC_DP0878306,3370,,KJ779240,"""Ian McLeod, James Cook University""","""Ian McLeod, James Cook University""",2011,8,25,ETOH,tissue,,,,,,photo vouchers of individual fishes and small invertebrates on lab server,Liggins et al. in prep.,,,,,ark:/21547/qR23370
